engine_displacement,num_cylinders,horsepower,vehicle_weight,acceleration,model_year,origin,fuel_type,drivetrain,num_doors,fuel_efficiency_mpg
280,4,119,3249.1188723514547,13.2,2008,USA,Gasoline,Front-wheel drive,1,13.849367466778398
190,4,189,3507.5373128222477,17.7,2020,USA,Gasoline,All-wheel drive,-1,12.59862768182778
170,6,130,2703.3194823346284,14,2000,Asia,Diesel,Front-wheel drive,3,16.17444468103431
90,,112,2769.2700201712346,17.8,2003,Asia,Gasoline,All-wheel drive,0,15.315121521144707
190,1,122,3319.0183103503923,15.1,2007,Asia,Gasoline,Front-wheel drive,-1,13.609853831927888
270,4,136,2244.9582301896385,20.5,2006,USA,Diesel,Front-wheel drive,0,18.863827581517825
140,6,160,3359.2200555099125,,2003,USA,Diesel,All-wheel drive,0,13.094945214560266
300,,196,3396.4901369684903,14.2,2019,USA,Gasoline,All-wheel drive,2,14.163504582180357
170,4,146,2291.5791470785775,11.9,2021,USA,Diesel,Front-wheel drive,1,19.40895992076292
280,5,142,2681.4982204567004,18.1,2003,Europe,Gasoline,Front-wheel drive,1,15.971660118752455
200,5,125,3116.568769792314,16.1,2018,USA,Gasoline,Front-wheel drive,1,14.786988498105293
190,2,133,3183.9696499772936,15,2018,USA,Gasoline,Front-wheel drive,0,14.299259515395905
240,4,199,2930.924097501533,,2006,USA,Gasoline,Front-wheel drive,0,16.28064098861479
220,6,188,2967.7614483149723,15.6,2018,USA,Gasoline,All-wheel drive,-1,14.463586265009743
210,5,140,3991.584305407652,13,2013,Europe,Gasoline,Front-wheel drive,-2,9.862837724485434
190,4,197,2235.172862173403,16.8,2010,Europe,Diesel,All-wheel drive,,19.955187307542882
240,,149,2990.9844885602142,,2013,USA,Diesel,All-wheel drive,2,16.152408172043977
220,4,148,2936.4966946907275,14.4,2010,USA,Diesel,Front-wheel drive,-1,15.310379730640658
160,3,157,2424.531882615657,,2011,Asia,Diesel,Front-wheel drive,0,17.840073042590458
170,3,151,2757.3433000886216,,2015,Europe,Gasoline,All-wheel drive,1,15.969133100322516
180,4,87,2941.262496574169,,2009,USA,Gasoline,All-wheel drive,1,13.775148859180627
200,5,,2147.543053995306,11.2,2013,USA,Gasoline,Front-wheel drive,-1,19.258775030351522
170,3,166,3614.473927773349,16.6,2001,Europe,Diesel,All-wheel drive,0,11.627881738758393
190,6,183,2919.1529697809583,14,2003,Asia,Gasoline,All-wheel drive,-1,15.659931788506038
170,3,152,2815.7643822375235,15.3,2022,Europe,Gasoline,Front-wheel drive,1,15.91026850791111
170,5,,3258.493827217256,13.3,2004,Asia,Diesel,Front-wheel drive,-1,14.245589711594425
190,5,139,2318.180010664607,17.1,2022,USA,Gasoline,Front-wheel drive,0,17.945127397406395
210,3,156,2983.2808371455617,16.6,2013,Europe,Gasoline,Front-wheel drive,1,14.593468269091172
220,4,,2109.8732187123023,18,2011,Europe,Gasoline,All-wheel drive,1,19.39724915404473
160,4,175,2797.8274050577375,14.2,2017,Europe,Gasoline,All-wheel drive,,15.721795712482306
200,2,186,3768.3730671729,15.9,2013,Europe,Gasoline,Front-wheel drive,0,11.548556177407384
150,,159,2334.12905946777,9.7,2003,Asia,Gasoline,All-wheel drive,-1,19.006096580854052
130,2,138,2626.0303034547173,10.4,2014,Asia,Diesel,All-wheel drive,2,16.852834547850062
210,3,172,2849.374078149122,14.1,2008,USA,Gasoline,All-wheel drive,-1,16.812672198726993
210,1,137,3206.898944308078,12,2002,Europe,Diesel,Front-wheel drive,1,13.844612101737885
180,4,125,2945.9398484226745,14.7,2021,USA,Gasoline,All-wheel drive,1,15.48230087298148
210,3,181,3378.1969134954497,15.7,2019,USA,Diesel,Front-wheel drive,0,13.427274428241084
120,1,137,2152.422942649832,12.7,2009,Asia,Gasoline,All-wheel drive,0,19.42437590728572
230,4,119,3625.4653591170336,18.6,2020,USA,Diesel,All-wheel drive,0,11.941183063771637
310,8,205,2499.185901207024,12.6,2007,USA,Gasoline,All-wheel drive,1,18.398263963849836
180,2,184,2630.9436824491872,15,2016,Asia,Gasoline,All-wheel drive,1,16.877048051704715
170,3,159,2395.8846665402325,10.9,2002,Asia,Gasoline,Front-wheel drive,0,19.25727789772857
210,4,111,3893.886339138677,11.9,2000,Asia,Gasoline,Front-wheel drive,1,10.741351784594924
250,7,,4064.8829064837582,13.3,2010,USA,Diesel,All-wheel drive,0,10.537325734484401
190,11,129,3308.582706961389,16.4,2021,Asia,Gasoline,All-wheel drive,1,13.106046705842193
190,4,160,3372.844106526742,18.9,2018,USA,Diesel,All-wheel drive,0,13.544132074029298
170,5,181,3263.4200147303222,13,2017,USA,Diesel,All-wheel drive,0,14.578130493778595
130,5,159,2819.3542032981068,15.5,2017,USA,Diesel,Front-wheel drive,,16.227539921010482
190,3,115,3305.979204985836,17.5,2017,USA,Diesel,All-wheel drive,0,12.572704240965146
200,1,154,3786.670778578272,16,2012,USA,Diesel,Front-wheel drive,2,10.465695367362802
220,2,82,2900.30116685353,13.7,2001,USA,Diesel,All-wheel drive,-1,15.108563087167296
250,2,123,3116.4797127018505,13.9,2008,Europe,Diesel,Front-wheel drive,-1,14.491680659540398
110,5,182,2705.6987178057116,14.5,2007,USA,Gasoline,All-wheel drive,0,16.670443249548892
200,2,144,4095.864282109166,14,2014,USA,Gasoline,Front-wheel drive,-1,9.310513556595684
190,6,108,3067.506063968256,10.7,2019,Asia,Gasoline,Front-wheel drive,0,14.240283094485486
230,4,181,2995.775293592146,13.6,2019,USA,Diesel,All-wheel drive,0,15.834152023582178
170,2,129,2393.5710885038343,15.6,2001,USA,Diesel,Front-wheel drive,0,17.692536161922522
190,,113,3301.2685797565814,15.8,2019,USA,Gasoline,Front-wheel drive,0,12.917369133929597
80,,127,3239.658485141561,12.4,2023,USA,Gasoline,All-wheel drive,0,13.675591452465618
220,4,153,2982.2206746467277,13.8,2012,USA,Gasoline,All-wheel drive,-1,15.4615830883758
170,2,196,2628.8240046983697,17.6,2018,Europe,Diesel,Front-wheel drive,0,16.830181171630098
110,6,116,3333.324517223393,22.7,2018,Asia,Diesel,Front-wheel drive,0,12.064896307856676
160,6,140,2459.782849342588,12.9,2005,USA,Diesel,All-wheel drive,-1,17.7694303438685
200,10,155,2943.4221061121266,,2007,USA,Diesel,All-wheel drive,,15.089145777660471
170,6,113,4211.281685256323,15.1,2017,USA,Gasoline,Front-wheel drive,1,9.418984946353712
200,2,176,3306.494027169801,16.3,2004,USA,Gasoline,Front-wheel drive,-1,14.001233390465028
250,4,171,3076.393992260004,14.2,2002,USA,Gasoline,All-wheel drive,,15.37871909635322
300,3,125,2744.2631639007823,14.9,2016,Europe,Gasoline,Front-wheel drive,0,15.5489290426021
190,6,178,3449.0502509870935,17.9,2022,Asia,Diesel,Front-wheel drive,1,12.585470040471197
310,6,120,1963.5095972858023,16.3,2016,USA,Gasoline,All-wheel drive,,19.488670682648245
290,9,110,3489.440754069101,13.3,2012,Asia,Gasoline,All-wheel drive,-1,12.515764720123812
130,4,131,3690.9604299371017,12.4,2019,Europe,Gasoline,Front-wheel drive,0,11.529390009111701
160,3,136,3086.67509885291,15.6,2006,USA,Gasoline,All-wheel drive,-1,14.505030027057458
240,4,142,2506.6958028754057,14.5,2006,USA,Diesel,All-wheel drive,1,17.1622637466548
170,2,155,3076.1853870420837,17,2019,Asia,Gasoline,Front-wheel drive,0,14.08631871519711
190,4,182,3179.591331109072,15.6,2018,USA,Diesel,All-wheel drive,0,13.926362513151386
150,4,148,2455.506522615202,12.7,2020,Europe,Diesel,Front-wheel drive,,17.78153548921344
190,10,130,2563.5180209507935,16.9,2020,USA,Gasoline,All-wheel drive,0,17.049984507958023
170,5,174,3358.6918245554566,18.9,2018,USA,Gasoline,All-wheel drive,,13.746967310182978
130,4,133,2937.7134219378036,14.7,2003,Asia,Gasoline,Front-wheel drive,0,15.3620582502171
200,4,173,2897.077555838388,,2009,Europe,Gasoline,Front-wheel drive,,15.572507343660112
180,6,,3397.5219814707434,16.9,2003,USA,Gasoline,Front-wheel drive,-2,12.646168287023693
280,,114,2942.7622055543793,13.5,2015,USA,Gasoline,Front-wheel drive,0,14.916376113942508
140,6,133,3765.8575178726524,14.5,2015,Asia,Diesel,Front-wheel drive,0,10.363307319219217
160,5,169,3751.996486771851,17.9,2000,USA,Diesel,Front-wheel drive,0,11.22383775097509
230,,149,3151.028222178016,14.8,2019,USA,Gasoline,All-wheel drive,-2,14.183584590213872
180,1,160,2712.1010388528452,12.8,2002,USA,Gasoline,Front-wheel drive,0,16.800264582320956
190,3,151,3211.497461398839,13,2006,USA,Diesel,All-wheel drive,2,14.327932986333485
60,5,185,2844.185560802398,11.4,2020,Europe,Gasoline,Front-wheel drive,,16.640131521986284
120,2,168,2146.6058370921774,15.1,2014,Asia,Diesel,Front-wheel drive,0,19.5795563763218
160,4,157,3181.6228282510183,15.5,2007,Europe,Diesel,All-wheel drive,1,13.529496565068197
210,2,158,2744.29150455682,10.4,2010,Asia,Diesel,Front-wheel drive,2,16.69929263157646
120,4,193,2359.7647075792156,13.6,2002,Asia,Diesel,Front-wheel drive,-2,18.947839954468343
190,2,134,3217.7284825406878,16.4,2014,USA,Gasoline,Front-wheel drive,0,13.422665428990829
160,4,122,3778.9043119257926,14.1,2006,Asia,Gasoline,Front-wheel drive,0,10.90896668188229
180,0,,3287.761416372782,14.6,2007,Europe,Diesel,Front-wheel drive,-1,13.13638004849964
180,10,133,3301.6289698066253,13,2009,Europe,Diesel,All-wheel drive,,13.210652876866572
170,,161,2775.20892019003,16.8,2020,Asia,Gasoline,All-wheel drive,-1,16.5132579538451
180,3,141,3950.976149878171,10.5,2007,USA,Diesel,Front-wheel drive,-1,10.398084815257903
180,7,72,1833.154987342133,19.7,2001,Europe,Diesel,Front-wheel drive,1,20.137838141278635
220,4,133,3345.293461579851,14.3,2017,Europe,Gasoline,All-wheel drive,-1,12.960534079651557
130,7,124,3572.249419637965,14.1,2016,USA,Gasoline,Front-wheel drive,,12.43486856697096
210,6,93,4345.732509500189,18.9,2021,Asia,Diesel,All-wheel drive,0,6.886244726750004
170,,141,2561.275952293442,15.5,2014,USA,Diesel,Front-wheel drive,-1,17.080175019360077
200,2,86,2544.530014429247,17.7,2015,Europe,Diesel,All-wheel drive,0,16.043244523723487
230,8,163,3042.8480011566617,,2016,Asia,Gasoline,All-wheel drive,-1,14.511747879827215
150,5,201,2925.864523810402,12.3,2017,Asia,Diesel,All-wheel drive,1,15.636662541951448
200,3,151,3023.224337591626,15.8,2013,Asia,Gasoline,Front-wheel drive,,14.86921479910637
130,3,189,2832.6484789762785,12.9,2020,Asia,Gasoline,All-wheel drive,,16.8272148261983
260,3,119,3876.7769799666103,13.9,2018,USA,Gasoline,Front-wheel drive,1,10.86334062062248
220,6,161,2544.1754797027293,16.6,2021,Europe,Diesel,All-wheel drive,,17.55575244036418
280,4,,3395.7536723380003,18.6,2011,Europe,Gasoline,All-wheel drive,-1,12.963419561255016
260,5,125,2642.3241801041404,16.5,2012,Asia,Diesel,All-wheel drive,1,16.07996669865303
250,4,152,3285.451564223537,13.8,2020,Europe,Diesel,All-wheel drive,1,13.962406061000099
220,6,181,2570.6658730509685,12.1,2018,USA,Gasoline,All-wheel drive,1,17.378620091325104
100,4,187,3175.498292447198,11.7,2008,Asia,Gasoline,Front-wheel drive,-1,15.522990149097911
150,,121,3031.921595737433,12.2,2002,USA,Gasoline,Front-wheel drive,,15.109895472127654
210,2,178,3158.584373274059,14.3,2015,Asia,Gasoline,Front-wheel drive,-1,15.035504520777755
250,2,127,3087.536757983378,15.9,2020,Asia,Gasoline,All-wheel drive,1,14.32813004119347
110,5,152,4176.803098761158,15.6,2012,Asia,Gasoline,Front-wheel drive,0,8.77772391276181
110,2,150,2769.352530140257,18.6,2017,Europe,Diesel,All-wheel drive,0,15.466382767397107
160,2,180,3086.304884558624,14.5,2020,USA,Gasoline,Front-wheel drive,0,15.014908144559763
170,1,170,2689.618998637286,10,2002,Asia,Diesel,All-wheel drive,-1,16.900631316691733
220,3,171,3350.482417302259,12.1,2010,Europe,Gasoline,Front-wheel drive,0,13.93828869708871
150,,165,3405.8256422250543,10.4,2014,Asia,Gasoline,Front-wheel drive,1,13.0968015461144
140,7,189,1987.645934706149,19.1,2009,Europe,Gasoline,All-wheel drive,0,20.057794493748066
180,5,101,3731.473905111399,,2002,Asia,Gasoline,All-wheel drive,2,11.567242551903528
170,7,144,2965.212754483249,17.8,2001,Asia,Diesel,Front-wheel drive,-2,14.36786319310071
240,4,163,2926.75128500827,11.8,2022,Europe,Gasoline,All-wheel drive,0,15.409781051727164
200,7,111,3681.315221976086,13.8,2015,Europe,Gasoline,All-wheel drive,0,11.637751269973247
150,3,145,2505.6138463802386,19.5,2014,Asia,Diesel,Front-wheel drive,-1,16.799739287335218
200,8,142,3397.8054289153447,14.9,2003,Europe,Diesel,Front-wheel drive,1,13.77644493501067
220,6,217,2637.7349964742334,16.5,2016,Europe,Diesel,All-wheel drive,0,17.916541325602154
190,8,137,2213.1602988287423,18.8,2013,Asia,Gasoline,All-wheel drive,-2,18.112903622431613
200,7,100,2451.691903850454,18.2,2003,Asia,Diesel,Front-wheel drive,0,17.0908221676419
370,5,151,2630.888024967125,13,2017,USA,Gasoline,All-wheel drive,0,17.5860734217106
120,4,130,2767.60612442055,17.7,2013,USA,Gasoline,Front-wheel drive,0,15.699899894777067
290,0,137,3693.7519256423175,15.6,2020,Europe,Diesel,All-wheel drive,-1,11.330670102386941
300,7,169,2338.9042271225467,13.4,2005,Asia,Diesel,Front-wheel drive,1,18.815249363097685
260,4,142,3163.10148007524,14.9,2020,USA,Diesel,All-wheel drive,0,14.711817465625682
230,5,43,3467.1357030648387,13.5,2002,Europe,Gasoline,Front-wheel drive,0,12.258375844501172
210,1,201,3162.2141041936443,15,2001,Europe,Gasoline,All-wheel drive,-1,14.390017541547971
150,4,138,3920.798060197798,12.2,2002,Asia,Gasoline,Front-wheel drive,1,10.240428234969142
200,4,164,2379.9384875657092,17,2004,Europe,Gasoline,All-wheel drive,1,18.11450380879081
120,3,,2669.277055771909,8,2007,Europe,Gasoline,Front-wheel drive,,17.41195007188634
210,1,209,2230.4925759877615,17.4,2010,Europe,Gasoline,All-wheel drive,2,19.089989431825757
190,1,205,2113.609642699884,13.3,2006,USA,Gasoline,All-wheel drive,0,20.08037810256743
200,3,126,2900.6175575573316,21.1,2001,USA,Diesel,Front-wheel drive,0,14.824422642196499
160,0,134,3468.5142712837473,,2006,USA,Diesel,All-wheel drive,0,12.353164291339812
230,3,153,2147.4967297733515,20.3,2002,Europe,Diesel,All-wheel drive,1,19.194449645390403
220,2,177,3344.5643517409817,,2012,Asia,Diesel,Front-wheel drive,-1,13.553092433393717
150,2,124,3030.191676531335,18,2002,Europe,Gasoline,Front-wheel drive,-1,13.58093895242143
190,1,148,2515.8598593649717,13.7,2021,Europe,Diesel,All-wheel drive,1,17.653610187987617
280,1,150,3281.7931445171344,13.9,2014,USA,Diesel,All-wheel drive,-1,13.79436062801783
270,3,113,2952.280077222956,15.9,2020,USA,Diesel,Front-wheel drive,1,14.748942858764156
110,2,187,3434.8214514657725,14.7,2008,Asia,Gasoline,All-wheel drive,0,13.263855164504193
270,4,194,3665.035011341613,19.2,2005,Europe,Gasoline,All-wheel drive,-1,11.74116062112563
200,7,170,3438.746123808244,14.6,2002,USA,Diesel,All-wheel drive,1,13.039690199231947
220,4,,2654.1724971960275,12.5,2003,USA,Gasoline,All-wheel drive,0,17.987222760729235
160,3,172,2630.8634059254005,,2008,USA,Gasoline,All-wheel drive,1,16.2464095035177
220,2,130,2448.547528487227,15.8,2000,Asia,Diesel,All-wheel drive,,18.135419371773708
190,2,151,2694.895371743304,15.6,2020,Asia,Diesel,All-wheel drive,0,16.174551399087157
110,4,132,3700.4386571044233,,2004,Europe,Gasoline,Front-wheel drive,0,10.761731177421739
200,4,179,2273.570609034368,18.8,2007,Asia,Gasoline,Front-wheel drive,0,18.128873389891552
200,4,135,3590.8965157767693,14.3,2005,Europe,Diesel,All-wheel drive,0,11.595160774001904
160,4,187,2713.554745779708,14.9,2004,Europe,Diesel,All-wheel drive,2,16.22404219591897
290,,125,3522.1520807311417,19.6,2002,USA,Diesel,Front-wheel drive,1,11.200821680738784
260,11,164,3035.341175345371,15.9,2008,USA,Diesel,Front-wheel drive,0,14.147398652995413
140,2,136,2789.648944437639,17.4,2011,USA,Diesel,All-wheel drive,1,14.974577678013754
150,6,237,2983.692444146316,13.1,2012,USA,Diesel,Front-wheel drive,-1,15.841358690620316
200,3,,4200.146335242853,13.5,2005,Europe,Gasoline,Front-wheel drive,2,8.948718665487688
150,4,145,3194.5896714274595,,2016,Asia,Diesel,Front-wheel drive,1,13.795088833352933
200,2,177,2521.7707338624073,16.9,2008,Europe,Diesel,Front-wheel drive,-2,17.791788600632756
220,6,99,2627.1193193984936,13.4,2002,Europe,Diesel,All-wheel drive,0,16.077238229604642
190,3,167,3213.0861425179046,15.4,2021,USA,Gasoline,Front-wheel drive,0,13.850417706238414
170,4,,2696.04524881166,,2003,USA,Diesel,All-wheel drive,0,16.352038877064142
110,5,165,2704.5346309494525,,2008,Asia,Diesel,Front-wheel drive,-1,16.892894881805688
170,4,133,3491.0040332710405,16,2009,Europe,Gasoline,All-wheel drive,-1,12.079860331472586
200,5,207,3013.85826597959,9.3,2008,Asia,Gasoline,Front-wheel drive,0,15.666734489422792
220,2,87,2933.042836794372,14.3,2012,USA,Gasoline,Front-wheel drive,0,14.600075226310011
270,2,115,2781.294311470969,11.1,2017,Asia,Diesel,Front-wheel drive,0,16.887894275888907
160,2,168,2833.9686444664744,15.7,2007,Europe,Diesel,All-wheel drive,1,15.663680766762951
150,3,112,3488.9116998855293,9.2,2005,Europe,Gasoline,All-wheel drive,-1,12.295373420353773
180,2,186,3200.9389657798524,15.8,2001,Asia,Gasoline,Front-wheel drive,2,14.09435870299978
210,6,158,2322.310017573336,,2001,Asia,Diesel,Front-wheel drive,0,18.067011589823917
220,5,187,2695.376003495453,11.1,2007,USA,Diesel,All-wheel drive,,17.371167137411664
250,9,168,3355.5417622742275,,2012,USA,Diesel,All-wheel drive,-1,13.802707462350515
190,2,136,3634.500687906204,11,2007,USA,Gasoline,Front-wheel drive,-1,12.205754026146806
220,4,,2592.6084822469666,17.1,2013,Europe,Gasoline,All-wheel drive,1,17.169767600399318
160,3,170,3235.175086810089,17.1,2000,Europe,Diesel,All-wheel drive,-1,14.183955053872035
160,3,166,2970.124758572037,12.1,2015,USA,Diesel,All-wheel drive,0,15.473624726042699
200,6,167,2597.6852439281633,15,2017,USA,Diesel,Front-wheel drive,0,17.244038945668553
270,7,193,2677.230765771451,16.2,2004,USA,Diesel,All-wheel drive,1,17.352701305199872
260,3,163,3846.1390330375066,16.2,2002,USA,Gasoline,All-wheel drive,-1,10.174281589084304
230,2,141,2378.583132563357,11.9,2015,Europe,Gasoline,All-wheel drive,-2,18.450412618383442
210,2,171,2893.122365495075,14.2,2009,Europe,Diesel,All-wheel drive,,15.700766175718202
290,1,192,2348.389614238156,17.1,2014,USA,Diesel,All-wheel drive,1,17.842923252938164
230,7,125,3662.509866478988,16.7,2001,Asia,Diesel,All-wheel drive,,11.384265139585247
220,4,165,2932.4618166563687,15,2008,USA,Diesel,All-wheel drive,-1,15.092052135896251
200,10,,2646.2194665806533,14.7,2015,USA,Diesel,All-wheel drive,0,17.31657688282623
270,4,176,3751.0059870142477,14.7,2017,Europe,Gasoline,Front-wheel drive,-1,11.83102773294676
240,2,135,2545.11465842312,15.9,2020,Europe,Diesel,All-wheel drive,1,17.469618173768698
190,4,176,2840.955287886805,15,2020,Europe,Diesel,All-wheel drive,0,15.945787260420193
230,3,132,2494.224963433407,19,2011,Asia,Gasoline,All-wheel drive,0,16.730309747588596
210,3,123,3325.316212778555,19.4,2003,Asia,Gasoline,Front-wheel drive,-1,12.680981155161033
160,3,,3069.4178208748717,18.1,2006,Asia,Gasoline,All-wheel drive,-2,14.543695055403068
230,2,151,3312.6814912215223,15.1,2003,USA,Diesel,Front-wheel drive,1,13.25380027530006
170,7,184,2956.829574258887,16.4,2017,Asia,Gasoline,All-wheel drive,0,15.126858977452313
230,1,,2699.7759330722088,17.3,2020,USA,Diesel,All-wheel drive,3,16.457830821815968
230,7,107,2877.1977845658184,,2006,Europe,Diesel,Front-wheel drive,1,14.585594662634119
150,3,159,3049.0608299346604,13.2,2019,USA,Diesel,All-wheel drive,-1,15.161066115129554
270,0,118,2401.82184526358,18.6,2000,USA,Gasoline,Front-wheel drive,-1,17.818658360030806
240,5,189,3528.1432649324206,14.2,2021,Asia,Diesel,Front-wheel drive,-1,12.594195609644272
140,6,157,3310.4394153174057,,2004,Asia,Gasoline,All-wheel drive,0,13.689063868222268
240,2,175,3279.856434023861,11.5,2016,Europe,Diesel,All-wheel drive,0,14.775944192407223
170,2,145,3178.5527136567766,13,2006,Asia,Gasoline,All-wheel drive,1,13.899083082458704
280,8,145,2648.8192775438993,18.2,2021,Asia,Gasoline,Front-wheel drive,0,16.276443362392115
190,3,159,3226.505427231917,14,2008,USA,Diesel,All-wheel drive,-1,14.40377257761481
160,5,,3078.3008874195307,17.8,2011,Europe,Diesel,All-wheel drive,1,13.961746705130107
250,2,149,2622.7426152558232,14,2013,Asia,Gasoline,All-wheel drive,0,16.558363543619905
270,3,143,3537.831559807549,13.6,2012,Asia,Diesel,Front-wheel drive,,11.979105833273392
220,3,190,4078.453157459211,,2012,Asia,Gasoline,All-wheel drive,-1,9.260943147019304
70,4,112,3207.373660536346,12.7,2011,Asia,Diesel,All-wheel drive,1,13.705993162510563
240,2,116,3691.198583431634,14.3,2006,USA,Diesel,Front-wheel drive,1,11.474839416215373
260,1,160,3464.3362297777903,11.6,2022,Asia,Diesel,Front-wheel drive,1,13.022364186246605
240,4,194,3412.895295019995,,2010,USA,Diesel,All-wheel drive,1,13.971419158926304
170,3,192,3199.691632799509,,2013,Europe,Diesel,All-wheel drive,0,13.8474747298814
150,4,121,2989.12548483382,19.2,2004,Europe,Gasoline,Front-wheel drive,-1,14.478458922888677
260,6,192,3023.815173680534,19.2,2004,USA,Gasoline,All-wheel drive,-1,15.092539378848587
240,4,139,2699.5195938779284,15.3,2008,Europe,Diesel,Front-wheel drive,-1,15.93553980411316
230,5,175,3041.9582033637253,14.2,2011,USA,Gasoline,Front-wheel drive,1,14.32948198748714
240,7,,2866.3417617955806,14,2007,USA,Diesel,All-wheel drive,-1,16.18475379122632
250,4,148,4033.578774065687,16.9,2013,Asia,Gasoline,Front-wheel drive,1,9.453003482407343
140,6,105,3809.5350318859983,19.8,2018,Asia,Gasoline,All-wheel drive,-2,10.081331955348075
180,2,144,3434.8492820438264,15.2,2014,Europe,Diesel,Front-wheel drive,3,12.488565590401842
210,,129,1976.3016089766038,16.3,2014,Europe,Gasoline,All-wheel drive,1,20.18385701273384
220,8,160,3577.6264617039233,17.2,2021,Europe,Diesel,Front-wheel drive,0,11.085866133530295
180,5,187,2532.6845904161387,15.2,2010,Europe,Gasoline,All-wheel drive,0,17.255775183864895
110,2,154,2703.4778626146885,15.5,2007,USA,Gasoline,All-wheel drive,,16.698809279543358
210,5,,2915.448787211744,16.8,2013,Asia,Diesel,All-wheel drive,0,16.482853197638665
190,4,113,3032.6186337689937,14.9,2013,USA,Gasoline,Front-wheel drive,0,14.648999005326845
190,7,170,2811.6189715625155,13.6,2008,Asia,Gasoline,Front-wheel drive,0,16.736071423340313
210,10,160,3407.7180303252644,11.6,2007,Asia,Gasoline,Front-wheel drive,2,14.314109640893792
250,5,139,2322.9999460631425,14.6,2002,Europe,Diesel,Front-wheel drive,2,18.748941065060116
270,0,149,4126.456786804798,13.1,2020,USA,Diesel,Front-wheel drive,-1,9.58620297204004
160,3,,2458.3101932509953,17.3,2018,Asia,Gasoline,Front-wheel drive,,17.66086357665627
170,3,148,3425.290338570406,,2017,Europe,Gasoline,Front-wheel drive,0,13.232523874649168
240,4,132,4177.992845824889,15.5,2006,Europe,Gasoline,All-wheel drive,1,8.634129360463255
220,4,,3445.535170236367,14.1,2015,Europe,Gasoline,All-wheel drive,0,12.152839024195728
120,4,121,3635.482771548447,14,2007,Europe,Diesel,Front-wheel drive,0,11.489859742789184
250,4,183,3208.5923409600646,,2020,Europe,Gasoline,All-wheel drive,1,14.105513586969945
260,6,187,3696.936626248209,18.7,2019,Asia,Diesel,Front-wheel drive,1,12.103586917609675
210,3,155,2914.731661272499,12.2,2009,Asia,Gasoline,Front-wheel drive,-1,15.58140806163672
160,2,117,3438.2035624145246,17,2002,Asia,Gasoline,Front-wheel drive,0,12.308513744935102
170,4,128,3761.146625794391,17.2,2023,Asia,Diesel,Front-wheel drive,,10.675735918844442
190,,97,3021.461309257129,13.9,2011,USA,Gasoline,Front-wheel drive,0,14.516359737334248
290,5,137,2558.4238082023594,14.8,2010,Europe,Gasoline,All-wheel drive,0,16.607308154813303
200,5,142,2081.33481998025,13.4,2022,USA,Gasoline,All-wheel drive,0,19.540191137962015
140,11,200,2850.884631856707,14.3,2016,Asia,Diesel,Front-wheel drive,1,16.519866433197222
240,2,143,3037.2117984666634,10.8,2009,Asia,Gasoline,All-wheel drive,1,15.969535987440405
160,8,137,4185.518979482459,16.8,2022,Europe,Gasoline,All-wheel drive,0,8.766095163665478
220,2,121,2319.660727984533,16.1,2020,Europe,Diesel,All-wheel drive,1,17.980638887193106
290,2,151,2330.7265789634885,18.1,2019,USA,Gasoline,Front-wheel drive,-2,18.489140630074207
170,5,154,2531.9894992093036,16.5,2005,Europe,Gasoline,Front-wheel drive,0,17.136234933294574
310,0,123,2937.0965640541954,11.9,2009,Asia,Diesel,All-wheel drive,-1,15.323195579162904
140,5,189,2851.6661004766115,14.1,2011,USA,Diesel,Front-wheel drive,,16.14001550460635
220,3,209,3738.1945425989406,15.4,2001,USA,Gasoline,All-wheel drive,0,12.140298900311588
250,2,152,2053.537217563872,13.7,2000,USA,Gasoline,Front-wheel drive,1,19.825749831993786
220,7,163,3131.877753753294,,2014,Europe,Diesel,Front-wheel drive,-1,14.035474559061266
140,7,132,2902.7125106055614,13.5,2008,USA,Gasoline,All-wheel drive,0,15.682563054042486
150,8,119,2900.6553422092193,19.2,2018,Europe,Diesel,Front-wheel drive,1,14.762014218979708
160,4,173,2932.1924952927816,15,2004,Europe,Gasoline,All-wheel drive,-1,15.62744023317033
240,7,159,3071.85794398834,16.7,2014,USA,Gasoline,All-wheel drive,0,15.136559775199622
180,6,139,3188.545385747909,15.6,2011,USA,Gasoline,All-wheel drive,-1,14.753349790492297
140,1,145,2704.00836738345,15,2019,Europe,Diesel,Front-wheel drive,-1,16.317433842002192
130,2,152,2739.5302598594126,14.6,2003,USA,Gasoline,Front-wheel drive,-2,15.691223907484657
150,7,169,2892.0596187851584,16.6,2004,Asia,Gasoline,All-wheel drive,-1,15.648141861737733
230,6,92,3844.429475678735,14.1,2014,USA,Gasoline,All-wheel drive,0,10.699219743657409
160,1,106,1838.9709827050942,14.8,2019,Asia,Gasoline,All-wheel drive,1,20.341920218770188
140,2,122,2770.393379196314,19.7,2013,USA,Diesel,All-wheel drive,1,14.82022238945004
280,5,133,3197.860821723821,16.1,2022,Europe,Gasoline,All-wheel drive,-1,13.728935686457628
160,3,203,2954.284797313101,12.8,2009,Europe,Gasoline,All-wheel drive,0,15.534958871709975
180,3,158,2685.399374733355,15,2007,Asia,Diesel,Front-wheel drive,-1,16.37331008463053
220,2,120,2675.3102309417472,13.5,2021,USA,Gasoline,Front-wheel drive,0,16.294592952607147
140,3,100,2508.857442584669,14.8,2011,Asia,Gasoline,Front-wheel drive,-1,17.21119448092227
140,3,,2458.1715071987633,16,2015,Europe,Gasoline,All-wheel drive,-1,17.042456060549743
